# шкаф;l1;l2;lo;система
41;20;100;120;114(2) 496(2) 502(2) 503(2) 578(2) 661(2) 812(2) 838(2) 1088(2) 1315(2) 1331(2) 1438(2) 1478(2) 1604(2) 1721(2) 1762(2) 2364(2) 2511(2) 2569(2) 2939(2) 3530(2) 3534(1) 3566(2) 3969(2) 4003(2) 4177(2) 4234(1) 4443(2) 4502(2) 4503(2) 4575(1) 4612(2) 5145(2) 5256(2) 5400(2) 5403(2) 5546(1) 5770(2) 5821(2) 5829(2) 5925(2) 6016(2) 6100(2) 6219(2) 6222(2) 6264(2) 6356(2) 6384(1) 6405(2) 6632(2) 6747(2) 6913(1) 7333(1) 7505(2) 7567(1) 7665(1) 7726(2) 7759(2) 7896(2) 7959(2) 7962(2) 8009(1) 8463(2) 8597(2) 8612(2) 8728(2) 8827(2) 8901(2) 8913(2) 9044(2) 9104(2) 9133(2) 9238(2) 9246(2) 9266(2) 9268(1) 9279(2) 9604(2) 9708(2) 10044(2) 10802(2) 11049(1) 11305(2) 11314(1) 11364(2) 11422(1) 11451(2) 11702(1) 11786(2) 12010(2) 12325(2) 12524(2) 12586(2) 12709(2) 12739(2) 12804(1) 12911(1) 13168(2) 13484(2) 13904(2) 13918(2) 13947(2) 13949(2) 13961(2) 13962(1) 13977(2) 14254(2) 14500(2) 14521(2) 14780(2) 14863(1) 14942(2) 15005(2) 15059(1) 15224(2) 15684(2) 15753(2) 15911(2) 15994(2) 15998(2)
1135;8;111;119;393(2) 800(1) 1014(2) 1030(2) 1186(2) 1307(2) 1447(2) 1459(2) 1540(2) 1751(2) 1812(2) 1814(2) 1908(2) 1909(2) 2008(2) 2012(2) 2513(2) 2691(1) 2722(2) 3005(2) 3032(2) 3744(2) 3850(2) 4397(2) 4603(2) 5000(2) 5655(2) 5788(2) 5843(2) 5879(2) 6197(2) 6466(2) 6703(2) 7560(2) 7619(2) 7744(2) 8043(2) 8215(2) 8293(2) 8340(2) 8863(2) 9421(2) 9610(2) 9755(2) 10132(2) 10150(2) 10165(2) 10303(2) 10392(2) 10436(2) 10488(1) 10689(2) 10715(2) 10768(2) 10778(2) 10788(2) 10862(2) 11025(2) 11031(2) 11120(2) 11163(2) 11288(1) 11447(2) 11459(2) 11664(2) 11698(2) 11783(2) 11869(2) 11989(2) 12231(2) 12419(2) 12607(2) 12714(2) 12727(2) 12738(2) 12741(2) 12870(1) 13001(2) 13120(2) 13132(2) 13223(2) 13332(2) 13353(2) 13379(2) 13393(1) 13413(2) 13427(2) 13568(1) 13584(2) 13631(2) 13637(2) 13750(2) 13777(2) 13855(2) 13883(2) 13913(2) 13993(1) 14033(2) 14209(2) 14432(2) 14482(2) 14562(2) 14664(2) 14709(2) 14963(2) 15118(2) 15217(2) 15272(2) 15320(2) 15360(2) 15461(2) 15521(2) 15625(2) 15662(2) 15695(2) 15707(2) 15708(2) 15775(2) 15850(2)
11799;15;104;119;253(2) 405(2) 451(2) 709(2) 1348(2) 1349(2) 1350(2) 1359(2) 1362(2) 1364(2) 1376(2) 1423(2) 1426(2) 1427(2) 1675(2) 1685(2) 1784(2) 1786(2) 1799(2) 1896(2) 1965(2) 2011(2) 2119(2) 2207(2) 2331(2) 2494(2) 2637(1) 2741(2) 2759(2) 3089(2) 3200(2) 3347(1) 3367(2) 3421(2) 4015(2) 4253(2) 4641(2) 4682(2) 4722(2) 5003(1) 5142(2) 5167(2) 5228(2) 5353(2) 5937(2) 6006(2) 6173(2) 6198(2) 6542(2) 6575(1) 6621(2) 6635(2) 6671(2) 6836(2) 6837(2) 6962(1) 7143(2) 7363(2) 7412(2) 7416(2) 7478(2) 7488(2) 7555(2) 7632(2) 7739(2) 7741(2) 8026(2) 8105(2) 8128(2) 8358(2) 8405(2) 8483(2) 8549(2) 8616(2) 8633(2) 8749(1) 8855(1) 9149(2) 9343(2) 9464(2) 9914(2) 10111(1) 10133(2) 10161(2) 10313(2) 10645(2) 10744(2) 10772(2) 10844(1) 11035(2) 11170(2) 11342(2) 11581(2) 11650(1) 12044(2) 12052(2) 12227(2) 12305(1) 12306(1) 12446(2) 12775(2) 12864(2) 13080(2) 13200(2) 13373(2) 13424(2) 13508(1) 13774(2) 14129(2) 14137(1) 14138(2) 14444(2) 14798(2) 15050(2) 15341(1) 15833(2) 15918(2) 15955(2) 16007(2)
0;3;113;116;99(2) 151(2) 241(2) 379(2) 380(2) 719(2) 742(2) 747(2) 764(2) 873(2) 878(2) 1303(2) 1545(2) 2082(2) 2226(2) 2252(2) 2607(2) 3303(2) 3306(2) 3375(2) 3379(2) 3380(2) 3464(2) 3467(2) 3468(2) 3469(2) 3470(2) 3471(2) 3473(2) 4153(2) 4213(2) 4236(2) 4238(2) 4320(2) 4324(2) 4350(1) 4687(2) 5125(2) 5304(2) 5375(2) 5659(2) 5662(2) 5663(2) 5753(2) 5754(2) 5898(2) 5923(2) 5924(2) 6107(2) 6362(2) 6604(2) 6777(2) 6799(2) 6823(2) 6920(1) 7323(2) 7474(2) 7537(2) 8475(2) 9267(2) 9321(2) 9668(2) 9677(2) 9678(2) 9683(2) 9700(2) 9792(2) 9793(2) 10407(2) 10576(2) 10588(2) 10590(2) 10746(2) 10747(2) 10901(2) 10985(2) 10999(2) 11038(2) 11047(2) 11304(2) 11323(2) 11428(2) 11529(2) 11546(2) 11604(2) 11666(2) 11668(2) 11672(2) 11673(2) 11674(2) 11675(2) 11676(2) 11677(2) 11678(2) 11679(2) 11680(2) 11681(2) 11806(2) 11915(2) 12204(2) 12324(2) 13072(2) 13084(2) 13420(2) 13457(2) 13518(2) 13622(2) 13693(2) 13885(2) 14205(2) 14206(2) 14207(2) 14682(2) 14813(1) 15347(2) 15858(2)
2402;10;102;112;395(2) 875(2) 981(1) 1440(2) 1798(2) 1901(2) 2497(2) 2693(2) 2822(2) 2928(2) 3059(2) 3301(2) 3409(1) 4078(2) 4525(2) 4527(2) 4542(2) 4618(2) 4735(2) 4997(2) 5065(2) 5126(2) 5213(2) 5364(2) 5469(2) 5546(1) 6415(1) 6738(2) 6938(2) 6976(2) 7205(1) 7241(2) 7620(1) 7623(2) 7656(2) 7779(2) 7816(2) 7818(2) 7819(2) 7821(2) 7823(2) 7826(1) 7827(2) 7839(2) 8191(2) 8196(2) 8295(2) 8450(2) 8677(2) 8820(2) 8964(2) 9051(2) 9071(2) 9117(2) 9153(2) 9188(2) 9336(2) 9499(2) 9648(2) 9670(2) 9857(2) 9960(1) 9980(2) 10403(2) 10444(2) 10489(2) 10502(2) 10678(2) 10756(2) 11056(2) 11327(2) 11328(2) 11486(2) 11535(2) 11554(2) 11626(2) 11633(2) 11800(1) 11831(2) 11908(1) 12257(2) 12457(2) 12506(2) 12547(2) 12799(2) 13024(2) 13104(2) 13129(2) 13308(2) 13309(2) 13458(2) 13936(2) 14094(2) 14179(2) 14342(2) 14345(2) 14351(2) 14353(2) 14438(2) 14443(2) 14550(2) 14740(2) 14839(2) 14988(2) 15027(2) 15071(2) 15075(2) 15076(2) 15080(2) 15084(2) 15465(2) 15620(2)
2242;41;67;108;276(1) 368(2) 800(1) 866(2) 1136(2) 1227(1) 1254(1) 1711(2) 1854(2) 2033(2) 2116(2) 2278(2) 2350(2) 2935(1) 2978(2) 3021(2) 3174(2) 3307(1) 3430(1) 3572(2) 3708(1) 3759(2) 3760(2) 3762(2) 3763(2) 3789(2) 3907(2) 4089(2) 4119(1) 4318(1) 4321(2) 4356(2) 4560(2) 5137(1) 5437(1) 5575(1) 5660(2) 5960(2) 6019(2) 6179(2) 6238(2) 6312(2) 6344(2) 6629(2) 6696(2) 6702(2) 6767(2) 7247(1) 7343(2) 7344(2) 7523(1) 7655(1) 8092(1) 8223(2) 8374(1) 8540(1) 8737(2) 8841(1) 9216(2) 9368(2) 9492(2) 9959(2) 10009(2) 10333(2) 10346(1) 10485(2) 10505(2) 10621(2) 10759(1) 11003(1) 11190(2) 11283(2) 11434(1) 11623(1) 11636(2) 11640(1) 11887(1) 11930(2) 11970(2) 12165(1) 12486(1) 12839(2) 12870(1) 12883(1) 12999(2) 13132(1) 13141(2) 13142(2) 13367(1) 13377(2) 13508(1) 13541(1) 13632(1) 13705(2) 13914(2) 13943(1) 14054(1) 14242(2) 14335(1) 14601(2) 14645(2) 14847(1) 14939(2) 14940(2) 14941(2) 15613(2) 15673(2) 15864(1)
2212;26;81;107;119(2) 790(2) 833(2) 1173(1) 1393(2) 1595(2) 1713(2) 1767(2) 1872(2) 1916(2) 2035(2) 2112(1) 2122(2) 2247(2) 2279(1) 2567(2) 2584(2) 2921(2) 3082(2) 3101(2) 3226(1) 3708(2) 3929(1) 3936(2) 4064(1) 4102(2) 4135(2) 4318(1) 4534(2) 4862(2) 5140(2) 5458(2) 5699(2) 6240(2) 6480(2) 6679(2) 6776(2) 6842(2) 7000(1) 7134(1) 7260(2) 7277(1) 7639(2) 7655(1) 8448(1) 8532(1) 8537(2) 8540(2) 8702(2) 8810(2) 8867(2) 8917(2) 8942(2) 8996(2) 9297(1) 9722(2) 9874(2) 9888(2) 9912(1) 10131(2) 10194(2) 10210(2) 10240(2) 10346(2) 10370(2) 10535(2) 10668(2) 10820(2) 10972(2) 11400(2) 11443(1) 11479(2) 11916(2) 11991(2) 12013(2) 12014(2) 12347(1) 12363(2) 12646(2) 12837(1) 12883(1) 13434(2) 13469(2) 13481(1) 13514(1) 13541(2) 13798(1) 13851(2) 13896(2) 13943(2) 13951(2) 14008(2) 14195(2) 14331(2) 14335(2) 14537(2) 14611(2) 14673(2) 14739(2) 14895(2) 14921(2) 14960(2) 14978(2) 15365(1) 15518(1) 15692(1) 15885(1)
592;5;98;103;544(2) 970(2) 1078(2) 1306(2) 1327(2) 1342(2) 1346(2) 1370(2) 1406(2) 1425(2) 1433(2) 1436(2) 2284(2) 2416(2) 2468(2) 2594(1) 3206(2) 3296(2) 3370(2) 3552(2) 3709(2) 3903(2) 4001(2) 4077(2) 4284(2) 4360(2) 4382(2) 4412(2) 4514(2) 4533(2) 4636(2) 4768(2) 5063(2) 5194(2) 5237(2) 5530(2) 5576(2) 5602(1) 5916(2) 6094(2) 6572(2) 6588(2) 6680(2) 6887(2) 6946(2) 7001(2) 7415(2) 8017(2) 8081(2) 8095(2) 8137(2) 8466(2) 8525(2) 8634(2) 8738(1) 8927(2) 8968(2) 9056(2) 9069(2) 9075(2) 9174(2) 9333(2) 10070(2) 10072(2) 10093(2) 10130(2) 10341(2) 10611(2) 10613(2) 10614(2) 10790(2) 10844(2) 10849(2) 11534(2) 11650(2) 11766(2) 11811(2) 12161(2) 12321(2) 12409(2) 12458(2) 12600(2) 12745(2) 12947(2) 13145(2) 13343(2) 13549(2) 13956(2) 14078(2) 14178(2) 14185(2) 14223(1) 14413(1) 14448(2) 14519(2) 14677(2) 15207(2) 15295(2) 15520(2) 15813(2) 15815(2) 15979(2) 16032(2)
457;2;95;97;97(2) 111(2) 193(2) 207(2) 212(2) 229(2) 274(2) 387(2) 450(2) 511(2) 902(2) 1169(2) 1217(2) 1233(2) 1710(2) 1764(2) 1836(2) 1871(2) 1887(2) 1889(2) 1891(2) 1892(2) 1893(2) 1984(2) 2023(2) 2338(2) 2340(2) 2361(2) 2395(2) 2446(2) 2503(2) 2732(2) 3103(2) 3154(1) 3226(2) 3262(2) 3349(2) 3389(2) 3487(2) 3539(2) 3813(2) 3847(2) 4073(2) 4108(2) 4571(2) 4664(2) 4736(2) 4741(2) 5053(2) 5081(2) 5822(2) 6023(2) 6087(2) 6381(2) 6614(2) 6650(2) 6716(2) 6833(2) 6987(2) 7650(1) 7676(2) 8276(2) 8279(2) 8287(2) 8682(2) 8979(2) 9039(2) 9293(2) 9955(2) 10060(2) 10267(2) 10477(2) 10484(2) 10487(2) 10491(2) 10492(2) 10494(2) 10589(2) 10826(2) 11388(2) 11391(2) 11393(2) 11540(2) 11615(2) 11743(2) 12308(2) 13307(2) 14749(2) 14984(2) 15063(2) 15356(2) 15357(2) 15473(2) 15747(2) 15770(2) 15867(2) 15889(2)
2978;23;70;93;736(1) 928(1) 963(2) 983(2) 1482(2) 1553(1) 1653(2) 1927(2) 2265(1) 2300(1) 2743(1) 2745(2) 2758(2) 2760(2) 2794(1) 2809(2) 2861(2) 2992(2) 3328(1) 3673(2) 4407(2) 4672(2) 4726(2) 4969(2) 5494(2) 5546(1) 5737(2) 6113(2) 6438(2) 6449(2) 6452(2) 6587(2) 6708(1) 7145(2) 7507(1) 7616(1) 7782(2) 7950(2) 8082(2) 8277(2) 8481(2) 8556(2) 8588(2) 8790(2) 8943(2) 9125(2) 9212(1) 9269(2) 9290(1) 9422(2) 9469(2) 9480(2) 9542(2) 9672(2) 9709(2) 10079(2) 10134(2) 10732(2) 10766(2) 11049(1) 11133(1) 11135(1) 11136(2) 11140(1) 11151(2) 11177(2) 11193(2) 11196(2) 11212(2) 11241(2) 11649(2) 11662(2) 11828(2) 11949(2) 11955(2) 12262(2) 12273(2) 12301(2) 12523(1) 13127(2) 13144(2) 13341(1) 13935(2) 13964(1) 14226(2) 14326(2) 15013(2) 15034(2) 15586(1) 15603(2) 15824(1) 15971(2) 16013(2)
18;7;86;93;294(2) 689(2) 691(2) 699(2) 705(2) 2634(2) 2751(2) 3345(2) 4161(2) 4578(2) 4968(2) 5656(2) 6613(2) 7105(2) 7271(2) 7607(2) 7749(1) 7842(2) 7899(2) 8186(2) 9070(2) 9074(1) 9166(2) 9281(2) 9319(2) 9394(1) 9612(2) 9831(2) 9941(2) 10097(2) 10105(2) 10141(2) 10205(2) 10634(2) 10673(2) 10685(2) 10763(2) 10882(2) 10948(2) 11085(2) 11129(2) 11277(2) 11293(2) 11316(1) 11348(2) 11370(2) 11495(2) 11502(2) 11553(2) 11643(2) 11774(2) 11830(2) 12054(2) 12061(2) 12162(2) 12274(2) 12438(2) 12597(2) 13211(2) 13256(2) 13436(2) 13519(1) 13524(1) 13581(2) 14082(2) 14143(2) 14182(2) 14193(2) 14237(2) 14239(2) 14264(2) 14298(2) 14679(2) 14680(2) 14727(2) 14770(2) 14990(2) 15129(2) 15151(2) 15152(2) 15156(2) 15227(2) 15228(2) 15263(2) 15306(1) 15366(2) 15445(2) 15474(2) 15490(2) 15539(2) 15655(2) 15732(2) 15831(2)
757;17;73;90;791(2) 1720(2) 2787(2) 3019(2) 3020(2) 3080(2) 3123(2) 3163(1) 3243(1) 3773(2) 3803(2) 4207(2) 4243(2) 4607(2) 4611(2) 4930(2) 5165(2) 5288(2) 5377(2) 5507(2) 5531(2) 5534(2) 5771(2) 5993(2) 6017(2) 6040(2) 6082(2) 6417(2) 6461(2) 6620(2) 6622(2) 6732(1) 6895(2) 6950(2) 7087(2) 7096(2) 7172(2) 7181(2) 7251(2) 7353(2) 7359(2) 7550(2) 7652(2) 8271(2) 8305(2) 8306(2) 8308(2) 8309(2) 8445(1) 8624(2) 8845(2) 9325(2) 9783(2) 9993(2) 10289(2) 10372(2) 10524(2) 10962(2) 10990(2) 11314(1) 11406(1) 11422(1) 11527(1) 11541(1) 11605(1) 11613(1) 11844(2) 12489(2) 12595(1) 12744(2) 12886(1) 13263(2) 13289(2) 13303(1) 13698(2) 13813(2) 13858(2) 13880(2) 13912(2) 13933(2) 14002(2) 14281(1) 14282(2) 14951(2) 15002(1) 15385(2) 15489(2) 15495(2) 15497(2) 15636(1)
3731;23;66;89;351(2) 374(2) 530(2) 800(1) 1076(1) 1180(2) 1233(1) 1743(2) 1851(2) 1999(1) 2025(2) 2219(1) 2224(2) 2348(2) 2479(2) 2539(2) 2726(2) 2965(2) 3304(2) 3424(2) 3783(2) 3793(2) 4175(2) 4208(2) 4281(2) 4318(1) 4581(2) 4811(2) 4864(2) 4905(2) 5179(1) 5330(2) 5451(2) 5541(2) 5601(2) 5709(2) 5773(2) 5969(1) 6088(2) 6218(1) 6432(1) 6605(2) 6649(1) 6926(2) 6964(2) 7014(2) 7682(2) 7805(2) 7903(2) 8100(2) 8170(2) 8940(2) 9477(2) 9610(1) 9680(2) 9689(2) 9716(2) 9791(2) 9989(1) 10111(1) 10212(1) 10490(2) 10570(2) 11223(2) 11303(2) 11623(1) 12011(2) 12064(2) 12124(2) 12195(2) 12215(2) 12254(2) 12269(2) 12605(2) 12682(1) 13081(2) 13132(1) 13300(1) 13393(1) 13500(2) 13508(1) 13631(1) 14860(1) 15348(2) 15354(2) 15442(2) 15877(2) 15884(2) 15888(2)
15182;29;59;88;444(1) 859(2) 865(2) 1015(2) 1625(2) 1683(1) 1812(1) 2012(1) 2071(1) 2091(2) 2180(1) 2450(2) 2918(2) 3048(2) 3396(1) 3493(1) 3638(2) 3782(2) 4111(1) 4150(2) 4409(1) 4750(2) 5115(2) 5138(2) 5303(2) 5381(1) 5812(1) 6453(2) 6512(2) 6555(2) 6919(1) 6973(1) 7125(2) 7584(2) 7842(1) 8018(2) 8059(2) 8060(2) 8411(1) 8550(2) 8892(2) 9318(2) 9481(1) 9613(2) 9749(2) 9782(2) 9987(2) 9989(1) 10107(1) 10396(2) 10428(2) 10553(1) 11296(2) 11480(2) 11875(2) 11877(2) 11879(2) 12041(1) 12142(2) 12283(2) 12449(2) 13067(2) 13132(1) 13143(1) 13249(2) 13296(2) 13383(2) 13413(1) 13449(2) 13509(2) 13593(2) 13723(2) 13877(2) 14652(1) 14948(2) 15137(1) 15237(2) 15241(2) 15329(2) 15488(1) 15496(2) 15562(2) 15569(2) 15605(2) 15701(1) 15708(1) 15805(2) 15887(2)
8282;24;64;88;532(2) 926(1) 1826(2) 1841(2) 1856(2) 1899(2) 2027(2) 2347(2) 2656(2) 2727(2) 2852(2) 3008(2) 3025(2) 3196(2) 3516(1) 3580(2) 3640(2) 3747(1) 4183(1) 4283(2) 4350(1) 4468(2) 4633(2) 5069(2) 5161(2) 5373(2) 5451(1) 5474(2) 5615(2) 5755(2) 5941(1) 5944(2) 6027(1) 6148(2) 6311(2) 6482(2) 6504(2) 6519(2) 6527(2) 6560(1) 6752(2) 6975(2) 7133(1) 7714(2) 8040(2) 8171(1) 8188(1) 8260(2) 8578(2) 8897(1) 9180(2) 9372(2) 9484(2) 10348(2) 10649(2) 11051(2) 11062(2) 11162(2) 11368(2) 11412(2) 11781(2) 12012(1) 12041(1) 12075(1) 12281(2) 12692(2) 12713(1) 12849(1) 12945(2) 13022(2) 13047(2) 13296(1) 13318(1) 13346(2) 13583(2) 13699(1) 13754(2) 13909(2) 14390(2) 14540(1) 14813(1) 14852(2) 15057(1) 15280(2) 15375(2) 15761(2) 15886(2) 15909(2)
739;26;59;85;142(2) 1466(2) 1503(2) 1509(1) 1517(2) 1572(2) 2070(1) 2435(2) 2667(2) 2770(2) 3016(2) 3044(2) 3163(1) 3164(2) 3632(2) 3710(2) 3725(1) 3856(2) 4032(2) 4053(2) 4448(2) 4450(2) 4481(1) 4993(1) 5062(2) 5109(2) 5112(1) 5147(1) 5371(1) 5446(1) 5463(2) 5464(1) 5706(2) 5918(2) 6212(2) 6279(2) 6932(2) 7410(1) 7599(1) 7665(1) 8177(1) 8183(2) 8240(2) 8380(1) 8491(2) 8915(2) 9119(2) 9308(2) 10202(2) 10881(2) 11314(1) 11422(1) 11795(1) 11945(2) 12361(2) 12404(2) 12476(1) 12672(2) 12688(2) 12882(1) 12886(1) 13036(1) 13099(2) 13160(2) 13231(2) 13675(2) 13694(2) 13922(2) 14049(2) 14061(2) 14074(2) 14533(2) 14535(2) 14617(2) 15002(1) 15135(2) 15139(2) 15166(2) 15235(2) 15244(2) 15246(2) 15516(2) 15636(1) 15893(2) 15999(1)
581;3;82;85;132(2) 181(2) 262(2) 345(2) 655(2) 684(1) 1036(2) 1205(2) 1314(2) 1441(2) 1445(2) 1591(2) 1988(2) 2143(2) 2261(2) 2442(2) 2615(2) 3311(2) 3769(2) 3841(2) 3842(2) 3921(2) 3944(2) 4091(2) 4193(2) 5250(2) 5554(2) 5560(2) 5671(2) 5703(2) 5887(2) 5908(2) 5942(2) 6001(2) 6022(2) 6035(2) 6190(2) 6283(2) 6286(1) 6287(2) 6465(2) 6601(2) 6605(1) 6736(2) 6980(2) 7253(2) 7265(2) 7266(2) 7752(2) 7772(2) 8304(2) 8622(2) 8752(2) 8894(2) 9024(2) 9191(2) 9313(2) 9323(2) 9885(2) 10040(2) 10045(2) 10139(2) 10171(2) 10373(2) 10374(2) 10738(2) 10837(2) 11143(2) 11363(2) 11538(2) 12015(2) 12114(2) 12428(2) 12758(2) 13819(2) 14189(2) 14234(2) 14305(2) 14659(2) 14697(2) 14946(2) 15229(2) 15334(2) 15493(2) 15523(2)
20427;36;48;84;32(2) 164(2) 308(2) 485(2) 554(2) 620(2) 800(1) 866(1) 915(2) 939(2) 1272(2) 1931(1) 2502(2) 2637(1) 2691(2) 2935(1) 3307(1) 3321(1) 3332(2) 3378(1) 3708(1) 3937(2) 4057(2) 4318(1) 4408(2) 4951(2) 4961(2) 5186(2) 5301(2) 5723(2) 5808(2) 5969(1) 6009(2) 6422(1) 6649(2) 6835(2) 6912(1) 7523(1) 7708(2) 7725(1) 7902(2) 7949(2) 8107(2) 8239(2) 8355(2) 8628(1) 9130(2) 9511(2) 9650(1) 9853(2) 9990(1) 10575(2) 10630(2) 10773(2) 10933(1) 11075(2) 11420(2) 11425(2) 11526(2) 11623(1) 11640(2) 11930(1) 12307(1) 12382(2) 12870(1) 12877(1) 12883(1) 13132(1) 13400(1) 13508(1) 13897(1) 14016(1) 14375(2) 14602(2) 14896(1) 15083(2) 15111(1) 15272(1) 15395(2) 15544(2) 15656(1) 15719(1) 15739(2) 15864(1)
4593;37;47;84;278(2) 475(2) 768(2) 800(1) 844(1) 922(2) 1254(2) 1369(1) 1400(1) 1621(1) 1844(2) 1999(1) 2384(2) 2436(2) 2484(2) 2621(1) 2716(2) 2793(1) 3326(2) 3514(2) 3708(1) 3835(1) 3960(2) 3991(2) 4318(1) 4323(2) 4469(2) 4764(2) 5346(1) 5347(2) 6714(2) 6924(2) 6934(1) 6981(2) 7243(2) 7655(1) 7777(1) 7969(2) 8204(2) 8448(1) 8652(2) 9447(1) 9990(1) 10004(1) 10111(1) 10823(2) 10933(1) 10959(2) 11332(2) 11392(1) 11425(1) 11454(2) 11623(1) 11939(2) 12346(2) 12870(1) 12877(1) 12883(1) 13132(1) 13157(2) 13367(1) 13393(1) 13472(2) 13508(1) 13708(2) 13897(1) 14093(2) 14219(2) 14360(1) 14577(2) 14600(2) 14605(2) 14631(2) 14791(1) 14974(2) 15028(2) 15226(2) 15252(1) 15254(2) 15293(1) 15409(2) 15553(2) 15784(2) 15864(1)
207;6;76;82;168(2) 198(2) 259(2) 348(2) 367(2) 722(2) 771(2) 777(2) 860(2) 1323(2) 1330(2) 1336(2) 1978(2) 1980(2) 2184(2) 2268(2) 2501(2) 2725(2) 2925(2) 3573(1) 3797(2) 3839(2) 3864(1) 3866(2) 3895(2) 4038(2) 4134(2) 4192(2) 4261(2) 4264(2) 4278(2) 4280(2) 4310(2) 4315(2) 4347(2) 4348(2) 4350(2) 4426(2) 4597(2) 4654(2) 4753(2) 5196(2) 5234(2) 5309(2) 5327(2) 5454(2) 5589(2) 5633(2) 5663(1) 5724(2) 5750(1) 5938(2) 5985(2) 6731(2) 6979(2) 6989(2) 7022(2) 7268(2) 7289(2) 7302(2) 7447(2) 7547(2) 7673(2) 8121(2) 8122(2) 8171(2) 8681(2) 9045(2) 9046(1) 10257(2) 10755(2) 12265(2) 12606(2) 13170(2) 13220(2) 14197(2) 14198(2) 14249(2) 14390(1) 15778(2) 15870(2) 15882(2)
3727;20;62;82;199(1) 216(2) 290(2) 319(2) 320(1) 325(1) 355(1) 487(2) 954(2) 1167(2) 1304(2) 1579(2) 1773(2) 2183(2) 2189(2) 2193(2) 2979(2) 2996(2) 3353(2) 4068(2) 4465(2) 4615(2) 4817(2) 4853(2) 4894(2) 5044(2) 5179(1) 5190(1) 5245(2) 5608(2) 5792(2) 6096(2) 6306(2) 6470(1) 7731(2) 7983(2) 8224(2) 8226(2) 8281(1) 8283(2) 8402(1) 8430(2) 8479(2) 8613(1) 8703(1) 8712(2) 8713(2) 8744(2) 8774(1) 9271(2) 9357(2) 9387(2) 9406(1) 9411(2) 9414(1) 9415(2) 9592(2) 9706(2) 10907(2) 11337(1) 11339(2) 11389(1) 12706(2) 12769(2) 12847(1) 12878(2) 13056(2) 13620(2) 13660(1) 13821(2) 13836(2) 13969(1) 14166(2) 14398(2) 14449(1) 15427(2) 15783(2) 15785(2) 15802(2) 15897(2) 15919(2) 15996(2)
37080;25;55;80;157(2) 912(2) 921(2) 992(1) 1222(2) 1483(2) 1502(1) 1600(2) 1619(2) 1874(1) 1996(2) 2027(1) 2084(1) 2180(1) 2191(2) 2227(2) 2241(2) 2271(2) 2516(2) 2658(2) 2663(2) 2727(1) 2995(2) 3152(2) 3767(2) 3925(1) 4302(2) 4352(2) 4532(1) 4932(2) 5130(2) 5451(1) 5597(1) 5755(1) 5842(2) 6230(2) 6522(1) 6651(2) 6689(2) 6766(2) 7225(1) 7760(2) 7837(2) 7889(2) 8057(2) 8070(1) 8294(2) 8551(2) 8953(2) 9184(2) 9369(1) 9723(2) 9892(2) 9896(2) 10733(1) 11158(1) 11198(2) 11252(2) 11262(2) 11688(2) 12218(1) 12243(2) 12258(1) 12288(2) 12386(2) 12447(2) 13285(2) 13301(2) 14468(2) 14480(2) 14581(2) 14867(2) 14931(2) 14953(1) 15056(2) 15200(1) 15375(1) 15526(1) 15742(2) 15909(1)
4265;29;51;80;632(2) 887(2) 1543(2) 1647(2) 1812(1) 2012(1) 2267(2) 2736(2) 2738(2) 3032(1) 3074(2) 3443(2) 3641(2) 3687(2) 4318(1) 5026(2) 6290(2) 6477(2) 6593(2) 6955(2) 7657(2) 8326(2) 8340(1) 8671(2) 9285(2) 9447(2) 9664(2) 9834(2) 9949(1) 9973(2) 9989(1) 10111(1) 10179(1) 10193(2) 10488(2) 10648(2) 10778(1) 10851(2) 11109(2) 11402(1) 11464(2) 11489(2) 11551(2) 11989(1) 12135(2) 12242(2) 12249(1) 12426(2) 12738(1) 12741(1) 13002(2) 13132(1) 13166(2) 13345(2) 13353(1) 13369(2) 13379(1) 13400(2) 13413(1) 13568(2) 13605(1) 13993(2) 14361(1) 14783(2) 14802(1) 14920(2) 14962(2) 14963(1) 15048(2) 15113(2) 15118(1) 15120(2) 15214(1) 15241(1) 15320(1) 15360(1) 15368(2) 15582(2) 15708(1) 15720(2)
107;6;73;79;1172(2) 3128(2) 3569(2) 3878(2) 4158(2) 4451(2) 4569(2) 4668(2) 4914(2) 5209(2) 5412(2) 5507(1) 5882(2) 5912(2) 6285(2) 6622(1) 7124(2) 7336(2) 7339(2) 7341(2) 7351(2) 7355(2) 7364(2) 7365(2) 8064(2) 8103(2) 8146(2) 8165(2) 8202(2) 8857(2) 8991(2) 9909(2) 10264(2) 10291(2) 10300(2) 10301(2) 10349(2) 11063(1) 11115(2) 11116(2) 11122(1) 11408(2) 11410(2) 11415(2) 11524(2) 11591(2) 11605(2) 12261(2) 12563(2) 12695(2) 12759(2) 12882(1) 12899(2) 12939(2) 13021(2) 13074(2) 13350(2) 13489(2) 13930(2) 14084(2) 14446(2) 14459(2) 14683(2) 14710(2) 14711(2) 14762(2) 14764(2) 14789(2) 14808(2) 14824(2) 14825(2) 15147(2) 15253(2) 15323(2) 15327(2) 15343(2) 15590(2) 15636(1) 15846(2)
